,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,42.40,,
2,Calorie,kcal,359.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.40,,21.63
5,Proteine animali,g,19.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.10,,0.10
8,Glucidi solubili,g,0.10,,
9,Amido,g,0.00,,
10,Lipidi totali,g,31.20,,78.27
11,Lipidi animali,g,31.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,15.08,,
14,Acido oleico,g,7.32,,
15,Monoinsaturi totali,g,8.17,,
16,Acido linoleico,g,0.52,,
17,Acido linolenico,g,0.52,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,1.04,,
20,Colesterolo,mg,87.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,612.00,76.50,
24,Sodio,mg,1450.00,,
25,Potassio,mg,138.00,4.45,
26,Fosforo,mg,356.00,44.50,
27,Zinco,mg,2.50,25.00,
28,Tiamina (Vit.B1),mg,0.01,0.71,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.90,4.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,364.00,72.00,
35,Retinolo,mcg,336.00,,
36,Carotene,mcg,168.00,,
37,Vitamina D,mcg,0.24,2.40,
38,Vitamina E,mg,0.54,5.40,
