,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,52.60,,
2,Calorie,kcal,309.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,11.20,,14.48
5,Proteine animali,g,11.20,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,6.00,,7.25
8,Glucidi solubili,g,6.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,26.90,,78.26
11,Lipidi animali,g,26.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,16.08,,
14,Acido oleico,g,7.07,,
15,Monoinsaturi totali,g,8.58,,
16,Acido linoleico,g,0.36,,
17,Acido linolenico,g,0.36,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.72,,
20,Colesterolo,mg,93.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.30,,
23,Calcio,mg,430.00,53.75,
24,Sodio,mg,1000.00,,
25,Potassio,mg,108.00,3.48,
26,Fosforo,mg,650.00,81.25,
27,Zinco,mg,3.20,32.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.30,18.75,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,260.00,51.43,
35,Retinolo,mcg,240.00,,
36,Carotene,mcg,120.00,,
37,Vitamina D,mcg,0.21,2.10,
38,Vitamina E,mg,0.55,5.50,
