,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,92.10,,
2,Calorie,kcal,26.00,,
3,Fibra alimentare,g,1.10,,
4,Proteine totali,g,1.00,,15.26
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.00,,
7,Glucidi disponibili,g,5.70,,81.31
8,Glucidi solubili,g,5.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.10,,3.43
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.02,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.03,,
17,Acido linolenico,g,0.03,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.06,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.40,,
23,Calcio,mg,25.00,3.12,
24,Sodio,mg,10.00,,
25,Potassio,mg,140.00,4.52,
26,Fosforo,mg,35.00,4.38,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.03,1.88,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,5.00,8.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.22,2.20,
