,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,68.90,,
2,Calorie,kcal,158.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,23.40,,61.54
5,Proteine animali,g,23.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,6.50,,38.46
11,Lipidi animali,g,6.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.77,,
14,Acido oleico,g,2.00,,
15,Monoinsaturi totali,g,2.43,,
16,Acido linoleico,g,1.19,,
17,Acido linolenico,g,1.19,,
18,Altri polinsaturi,g,0.17,,
19,Polinsaturi totali,g,2.55,,
20,Colesterolo,mg,74.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,11.00,1.38,
24,Sodio,mg,67.00,,
25,Potassio,mg,193.00,6.23,
26,Fosforo,mg,153.00,19.12,
27,Zinco,mg,1.10,11.00,
28,Tiamina (Vit.B1),mg,0.06,4.26,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.10,6.25,
31,Niacina (Vit. PP),mg,7.70,42.24,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,28.00,4.00,
35,Retinolo,mcg,28.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.30,3.00,
