,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,11.90,,
2,Calorie,kcal,310.00,,
3,Fibra alimentare,g,3.90,,
4,Proteine totali,g,11.40,,13.51
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,11.40,,
7,Glucidi disponibili,g,61.50,,70.76
8,Glucidi solubili,g,42.40,,
9,Amido,g,19.10,,
10,Lipidi totali,g,5.90,,15.73
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,5.90,,
13,Lipidi saturi totali,g,1.59,,
14,Acido oleico,g,0.39,,
15,Monoinsaturi totali,g,0.43,,
16,Acido linoleico,g,0.75,,
17,Acido linolenico,g,0.75,,
18,Altri polinsaturi,g,0.07,,
19,Polinsaturi totali,g,1.57,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,11.10,,
23,Calcio,mg,110.00,13.75,
24,Sodio,mg,150.00,,
25,Potassio,mg,1720.00,55.48,
26,Fosforo,mg,250.00,31.25,
27,Zinco,mg,1.10,11.00,
28,Tiamina (Vit.B1),mg,0.12,8.51,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.27,16.88,
31,Niacina (Vit. PP),mg,1.50,8.23,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,53.00,45.43,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,318.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,1.69,16.90,
