,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,86.00,,
2,Calorie,kcal,48.00,,
3,Fibra alimentare,g,1.60,,
4,Proteine totali,g,3.30,,27.33
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,3.30,,
7,Glucidi disponibili,g,0.00,,0.00
8,Glucidi solubili,g,0.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.90,,72.67
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,3.90,,
13,Lipidi saturi totali,g,0.48,,
14,Acido oleico,g,1.17,,
15,Monoinsaturi totali,g,1.19,,
16,Acido linoleico,g,1.80,,
17,Acido linolenico,g,1.80,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,3.60,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,15.00,1.88,
24,Sodio,mg,1650.00,,
25,Potassio,mg,99.00,3.19,
26,Fosforo,mg,98.00,12.25,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.10,7.09,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.12,7.50,
31,Niacina (Vit. PP),mg,4.00,21.94,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,2.10,21.00,
38,Vitamina E,mg,2.03,20.30,
