,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,1.90,,
2,Calorie,kcal,536.00,,
3,Fibra alimentare,g,4.50,,
4,Proteine totali,g,7.00,,5.05
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,7.00,,
7,Glucidi disponibili,g,51.20,,38.75
8,Glucidi solubili,g,0.70,,
9,Amido,g,50.50,,
10,Lipidi totali,g,34.60,,56.20
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,34.60,,
13,Lipidi saturi totali,g,10.96,,
14,Acido oleico,g,9.51,,
15,Monoinsaturi totali,g,9.84,,
16,Acido linoleico,g,11.98,,
17,Acido linolenico,g,11.98,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,23.96,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.60,,
23,Calcio,mg,24.00,3.00,
24,Sodio,mg,594.00,,
25,Potassio,mg,1275.00,41.13,
26,Fosforo,mg,165.00,20.62,
27,Zinco,mg,1.10,11.00,
28,Tiamina (Vit.B1),mg,0.17,12.06,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.20,12.50,
31,Niacina (Vit. PP),mg,3.80,20.84,
32,Vitamina C,mg,31.00,51.67,
33,Acido folico,mg,45.00,22.50,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,4.88,48.80,
