,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,73.00,,
2,Calorie,kcal,135.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,19.50,,57.79
5,Proteine animali,g,19.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,2.00,,5.54
8,Glucidi solubili,g,2.00,,
9,Amido,g,0.00,,
10,Lipidi totali,g,5.50,,36.67
11,Lipidi animali,g,5.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.70,,
14,Acido oleico,g,1.21,,
15,Monoinsaturi totali,g,1.44,,
16,Acido linoleico,g,0.20,,
17,Acido linolenico,g,0.20,,
18,Altri polinsaturi,g,0.45,,
19,Polinsaturi totali,g,0.85,,
20,Colesterolo,mg,300.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,12.60,,
23,Calcio,mg,8.00,1.00,
24,Sodio,mg,67.00,,
25,Potassio,mg,300.00,9.68,
26,Fosforo,mg,364.00,45.50,
27,Zinco,mg,3.50,35.00,
28,Tiamina (Vit.B1),mg,0.40,28.37,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,3.28,205.00,
31,Niacina (Vit. PP),mg,13.10,71.86,
32,Vitamina C,mg,33.00,55.00,
33,Acido folico,mg,181.00,90.50,
34,Retinolo (equivalente),mcg,15000.00,2151.43,
35,Retinolo,mcg,14988.00,,
36,Carotene,mcg,72.00,,
37,Vitamina D,mcg,0.39,3.90,
38,Vitamina E,mg,0.60,6.00,
