,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,84.60,,
2,Calorie,kcal,34.00,,
3,Fibra alimentare,g,7.40,,
4,Proteine totali,g,1.00,,11.87
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.00,,
7,Glucidi disponibili,g,6.50,,72.12
8,Glucidi solubili,g,6.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.60,,16.02
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.60,,
13,Lipidi saturi totali,g,0.02,,
14,Acido oleico,g,0.05,,
15,Monoinsaturi totali,g,0.06,,
16,Acido linoleico,g,0.23,,
17,Acido linolenico,g,0.23,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.46,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.00,,
23,Calcio,mg,49.00,6.12,
24,Sodio,mg,3.00,,
25,Potassio,mg,220.00,7.10,
26,Fosforo,mg,52.00,6.50,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.02,1.25,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,25.00,41.67,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,13.00,11.14,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,78.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.57,5.70,
