,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,93.00,,
2,Calorie,kcal,16.00,,
3,Fibra alimentare,g,1.60,,
4,Proteine totali,g,0.90,,21.95
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,0.90,,
7,Glucidi disponibili,g,2.70,,61.58
8,Glucidi solubili,g,2.70,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.30,,16.47
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.30,,
13,Lipidi saturi totali,g,0.07,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.11,,
17,Acido linolenico,g,0.11,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.22,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.70,,
23,Calcio,mg,93.00,11.62,
24,Sodio,mg,10.00,,
25,Potassio,mg,380.00,12.26,
26,Fosforo,mg,31.00,3.88,
27,Zinco,mg,0.40,4.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.30,18.75,
31,Niacina (Vit. PP),mg,0.50,2.74,
32,Vitamina C,mg,35.00,58.33,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,213.00,182.57,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1278.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.57,5.70,
