,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,94.30,,
2,Calorie,kcal,19.00,,
3,Fibra alimentare,g,1.50,,
4,Proteine totali,g,1.80,,37.84
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.80,,
7,Glucidi disponibili,g,2.20,,43.24
8,Glucidi solubili,g,2.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.40,,18.92
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.40,,
13,Lipidi saturi totali,g,0.05,,
14,Acido oleico,g,0.01,,
15,Monoinsaturi totali,g,0.01,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.12,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.80,,
23,Calcio,mg,45.00,5.62,
24,Sodio,mg,9.00,,
25,Potassio,mg,240.00,7.74,
26,Fosforo,mg,31.00,3.88,
27,Zinco,mg,0.20,2.00,
28,Tiamina (Vit.B1),mg,0.05,3.55,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.18,11.25,
31,Niacina (Vit. PP),mg,0.70,3.84,
32,Vitamina C,mg,6.00,10.00,
33,Acido folico,mg,64.00,32.00,
34,Retinolo (equivalente),mcg,229.00,196.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1374.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.66,6.60,
