,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,72.20,,
2,Calorie,kcal,122.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,22.40,,72.12
5,Proteine animali,g,22.40,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.60,,1.81
8,Glucidi solubili,g,0.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.60,,26.08
11,Lipidi animali,g,3.60,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.41,,
14,Acido oleico,g,0.94,,
15,Monoinsaturi totali,g,1.00,,
16,Acido linoleico,g,0.46,,
17,Acido linolenico,g,0.46,,
18,Altri polinsaturi,g,0.15,,
19,Polinsaturi totali,g,1.07,,
20,Colesterolo,mg,85.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,3.00,,
23,Calcio,mg,25.00,3.12,
24,Sodio,mg,84.00,,
25,Potassio,mg,342.00,11.03,
26,Fosforo,mg,220.00,27.50,
27,Zinco,mg,3.20,32.00,
28,Tiamina (Vit.B1),mg,0.22,15.60,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,6.40,35.11,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,0.00,0.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.40,4.00,
38,Vitamina E,mg,0.76,7.60,
