,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,75.00,,
2,Calorie,kcal,134.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,16.90,,50.49
5,Proteine animali,g,16.90,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,0.40,,1.12
8,Glucidi solubili,g,0.40,,
9,Amido,g,0.00,,
10,Lipidi totali,g,7.20,,48.40
11,Lipidi animali,g,7.20,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.78,,
14,Acido oleico,g,1.88,,
15,Monoinsaturi totali,g,2.13,,
16,Acido linoleico,g,0.41,,
17,Acido linolenico,g,0.41,,
18,Altri polinsaturi,g,0.12,,
19,Polinsaturi totali,g,0.94,,
20,Colesterolo,mg,180.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,5.00,,
23,Calcio,mg,9.00,1.12,
24,Sodio,mg,140.00,,
25,Potassio,mg,280.00,9.03,
26,Fosforo,mg,200.00,25.00,
27,Zinco,mg,2.00,20.00,
28,Tiamina (Vit.B1),mg,0.49,34.75,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.80,50.00,
31,Niacina (Vit. PP),mg,7.50,41.14,
32,Vitamina C,mg,3.00,5.00,
33,Acido folico,mg,2.00,1.00,
34,Retinolo (equivalente),mcg,0.00,0.00,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,0.51,5.10,
38,Vitamina E,mg,0.48,4.80,
