,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,73.00,,
2,Calorie,kcal,129.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,20.80,,64.34
5,Proteine animali,g,20.80,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,1.50,,4.34
8,Glucidi solubili,g,1.50,,
9,Amido,g,0.00,,
10,Lipidi totali,g,4.50,,31.32
11,Lipidi animali,g,4.50,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,1.02,,
14,Acido oleico,g,0.69,,
15,Monoinsaturi totali,g,1.20,,
16,Acido linoleico,g,0.06,,
17,Acido linolenico,g,0.06,,
18,Altri polinsaturi,g,1.71,,
19,Polinsaturi totali,g,1.83,,
20,Colesterolo,mg,84.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,1.80,,
23,Calcio,mg,33.00,4.12,
24,Sodio,mg,66.00,,
25,Potassio,mg,630.00,20.32,
26,Fosforo,mg,215.00,26.88,
27,Zinco,mg,0.80,8.00,
28,Tiamina (Vit.B1),mg,0.02,1.42,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.25,15.62,
31,Niacina (Vit. PP),mg,9.70,53.21,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,3.00,1.50,
34,Retinolo (equivalente),mcg,28.00,4.00,
35,Retinolo,mcg,28.00,,
36,Carotene,mcg,0.00,,
37,Vitamina D,mcg,4.50,45.00,
38,Vitamina E,mg,0.12,1.20,
