,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,87.00,,
2,Calorie,kcal,63.00,,
3,Fibra alimentare,g,0.00,,
4,Proteine totali,g,3.50,,22.38
5,Proteine animali,g,3.50,,
6,Proteine vegetali,g,0.00,,
7,Glucidi disponibili,g,3.60,,21.52
8,Glucidi solubili,g,3.60,,
9,Amido,g,0.00,,
10,Lipidi totali,g,3.90,,56.10
11,Lipidi animali,g,3.90,,
12,Lipidi vegetali,g,0.00,,
13,Lipidi saturi totali,g,2.07,,
14,Acido oleico,g,0.83,,
15,Monoinsaturi totali,g,0.84,,
16,Acido linoleico,g,0.08,,
17,Acido linolenico,g,0.08,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.16,,
20,Colesterolo,mg,18.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.10,,
23,Calcio,mg,111.00,13.88,
24,Sodio,mg,48.00,,
25,Potassio,mg,150.00,4.84,
26,Fosforo,mg,87.00,10.88,
27,Zinco,mg,0.50,5.00,
28,Tiamina (Vit.B1),mg,0.03,2.13,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.16,10.00,
31,Niacina (Vit. PP),mg,0.10,0.55,
32,Vitamina C,mg,0.00,0.00,
33,Acido folico,mg,18.00,9.00,
34,Retinolo (equivalente),mcg,28.17,5.57,
35,Retinolo,mcg,26.00,,
36,Carotene,mcg,13.00,,
37,Vitamina D,mcg,0.04,0.40,
38,Vitamina E,mg,0.05,0.50,
