,0,1,2,3,4
0,,U.M.,Quantità,% RDA,% su tot. macronutrienti
1,Acqua,g,95.60,,
2,Calorie,kcal,14.00,,
3,Fibra alimentare,g,1.90,,
4,Proteine totali,g,1.10,,32.53
5,Proteine animali,g,0.00,,
6,Proteine vegetali,g,1.10,,
7,Glucidi disponibili,g,2.20,,60.82
8,Glucidi solubili,g,2.20,,
9,Amido,g,0.00,,
10,Lipidi totali,g,0.10,,6.65
11,Lipidi animali,g,0.00,,
12,Lipidi vegetali,g,0.10,,
13,Lipidi saturi totali,g,0.01,,
14,Acido oleico,g,0.00,,
15,Monoinsaturi totali,g,0.00,,
16,Acido linoleico,g,0.02,,
17,Acido linolenico,g,0.02,,
18,Altri polinsaturi,g,0.00,,
19,Polinsaturi totali,g,0.04,,
20,Colesterolo,mg,0.00,,
21,Alcool,g,0.00,,
22,Ferro,mg,0.90,,
23,Calcio,mg,46.00,5.75,
24,Sodio,mg,9.00,,
25,Potassio,mg,264.00,8.52,
26,Fosforo,mg,22.00,2.75,
27,Zinco,mg,0.30,3.00,
28,Tiamina (Vit.B1),mg,0.04,2.84,
29,Vitamina B6,mg,0.00,0.00,
30,Riboflavina,mg,0.09,5.62,
31,Niacina (Vit. PP),mg,0.40,2.19,
32,Vitamina C,mg,59.00,98.33,
33,Acido folico,mg,50.00,25.00,
34,Retinolo (equivalente),mcg,194.00,166.29,
35,Retinolo,mcg,0.00,,
36,Carotene,mcg,1164.00,,
37,Vitamina D,mcg,0.00,0.00,
38,Vitamina E,mg,0.44,4.40,
