,0,1,2,3,4,5
1,Note Alimento: Alimento interamente sostituito con ricetta CRO olive da tavola (cod 591) 90g + olio di oliva (cod 901) 10g,,,,,
2,"Categoria merceologica: 28003 - salse (ketchup, pesto, salsa tonnata, salsa di noci)",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,89,,,
7,"Energia, ricalcolata, kJ",1365,86,,,
8,"Energia, Ric con fibra, kJ",1382,86,,,
9,"Energia, ricalcolata, kcal",331,86,,,
10,"Energia, Ric con fibra, kcal",336,86,,,
11,"Proteine totali, g",1.4,89,,,
12,"Proteine animali, g",0.0,89,,,
13,"Proteine vegetali, g",1.4,89,,,
14,"Lipidi totali, g",34.3,89,,,
15,"Lipidi animali, g",0.0,89,,,
16,"Lipidi vegetali, g",34.3,89,,,
17,"Colesterolo, mg",0,89,,,
18,"Carboidrati disponibili (MSE), g",4.5,89,,,
19,"Amido (MSE), g",0.0,89,,,
20,"Carboidrati solubili (MSE), g",4.5,89,,,
21,"Fibra alimentare totale, g",2.2,89,,,
22,"Alcol, g",0.0,89,,,
23,"Acqua, g",52.2,89,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",3.2,89,,,
26,"Calcio, mg",63,89,,,
27,"Sodio, mg",1175,89,,,
28,"Potassio, mg",258,89,,,
29,"Fosforo, mg",23,89,,,
30,"Zinco, mg",0.40,89,,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",0.00,89,,,
33,"Vitamina B2, Riboflavina, mg",0.09,89,,,
34,"Vitamina C, mg",18,89,,,
35,"Niacina, mg",1.10,89,,,
36,"Vitamina B6, mg",0.02,89,,,
37,"Folati totali, µg",tr,89,,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",27,89,,,
41,"Retinolo, µg",0,89,,,
42,"ß-carotene eq., µg",162,89,,,
43,"Vitamina E (ATE), mg",2.30,89,,,
44,"Vitamina D, µg",0.00,89,,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",5.02,89,,,
47,"Acidi grassi monoinsaturi totali, g",24.41,89,,,
48,"Acido oleico, g",24.09,89,,,
49,"Acidi grassi polinsaturi totali, g",3.60,89,,,
50,"Acido linoleico, g",3.35,89,,,
51,"Acido linolenico, g",0.25,89,,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
