,0,1,2
1,Parte edibile (%):,85,
2,Acqua (g):,85.2,
3,Proteine (g):,0.2,
4,Lipidi(g):,tr,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,10,
7,Amido (g):,0,
8,Zuccheri solubili (g):,10,
9,Fibra totale (g):,2.6,
10,Fibra solubile (g):,0.73,
11,Fibra insolubile (g):,1.84,
12,Alcol (g):,0,
13,Energia (kcal):,38,
14,Energia (kJ):,161,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
