0,1,2
Calorie,kcal,23.0
Calorie,kj,95.0
Grassi,g,0.2
Carboidrati,g,5.1
Proteine,g,1.2
Fibre,g,1.1
Zuccheri,g,4.0
Acqua,g,93.0
Ceneri,g,0.5
Minerali,,
Calcio,mg,13.0
Sodio,mg,13.0
Fosforo,mg,28.0
Potassio,mg,204.0
Ferro,mg,0.51
Magnesio,mg,10.0
Zinco,mg,0.07
Rame,mg,0.09
Manganese,mg,0.1
Selenio,mcg,0.4
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,642.0
"Vitamina A, RAE",mcg_RAE,32.0
Tiamina (Vit. B1),mg,0.06
Riboflavina (Vit. B2),mg,0.04
Niacina (Vit. B3),mg,0.5
Acido Pantotenico (Vit. B5),mg,0.5
Piridossina (Vit. B6),mg,0.081
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,9.0
"Folato, DFE",mcg_DFE,9.0
"Folati, totali",mcg,9.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,23.4
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,0.38
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,10.1
Colina totale (Vit. J),mg,8.6
"Carotene, beta",mcg,346.0
"Carotene, alfa",mcg,78.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.03
"Acidi grassi, polinsaturi",g,0.081
"Acidi grassi, saturi",g,0.027999999999999997
Colesterolo,mg,0.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.0
16:0,g,0.02
18:0,g,0.006999999999999999
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.001
18:1 indifferenziato,g,0.028999999999999998
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.078
18:3 indifferenziato,g,0.003
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.166
Acido glutammico,g,0.442
Alanina,g,0.034
Arginina,g,0.028999999999999998
Cistina,g,0.016
Fenilalanina,g,0.031
Glicina,g,0.03
Isoleucina,g,0.028999999999999998
Istidina,g,0.018000000000000002
Leucina,g,0.044000000000000004
Lisina,g,0.044000000000000004
Metionina,g,0.01
Prolina,g,0.023
Serina,g,0.032
Tirosina,g,0.021
Treonina,g,0.03
Triptofano,g,0.009000000000000001
Valina,g,0.031
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
