,0,1,2,3,4,5
1,Note Alimento: Cotto in forno senza aggiunta di grassi e sale e scolato del grasso prodotto con la cottura.,,,,,
2,"Categoria merceologica: 10050 - carne di volatili, pollo",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",60,AA,106273,,
7,"Energia, ricalcolata, kJ",1183,86,,,
8,"Energia, Ric con fibra, kJ",1183,86,,,
9,"Energia, ricalcolata, kcal",283,86,,,
10,"Energia, Ric con fibra, kcal",283,86,,,
11,"Proteine totali, g",317,AA,106273,,
12,"Proteine animali, g",317,AA,106273,,
13,"Proteine vegetali, g",00,AA,106273,,
14,"Lipidi totali, g",174,AA,106273,,
15,"Lipidi animali, g",174,AA,106273,,
16,"Lipidi vegetali, g",00,AA,106273,,
17,"Colesterolo, mg",91,AO,106403,2,"""Pollo fuso con pelle cotto al forno"" acqua 58.7, lip 8.5, prot 31.2"
18,"Carboidrati disponibili (MSE), g",00,AA,106273,,
19,"Amido (MSE), g",00,AA,106273,,
20,"Carboidrati solubili (MSE), g",00,AA,106273,,
21,"Fibra alimentare totale, g",00,AA,106273,,
22,"Alcol, g",00,AA,106273,,
23,"Acqua, g",491,AA,106273,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",09,AA,106273,,
26,"Calcio, mg",21,AA,106273,,
27,"Sodio, mg",168,AA,106273,,
28,"Potassio, mg",402,AA,106273,,
29,"Fosforo, mg",200,T,339,2,"""Chicken, wing quarter, roasted, meat and skin"" acqua 59.9, prot 24.8, lip 14.1"
30,"Zinco, mg",250,AA,106273,,
31,"Magnesio, mg",31,AA,106273,,
32,"Rame, mg",010,AA,106273,,
33,"Selenio, µg",150,T,339,2,
34,"Cloro, mg",75,T,339,2,
35,"Iodio, µg",7,T,339,2,
36,"Manganese, mg",001,T,339,2,
37,"Zolfo, mg",140,Y,6579,2,"""Broiler chicken, breast"" acqua 70, prot 21.5, lip 6"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",006,T,339,2,
40,"Vitamina B2, Riboflavina, mg",017,T,339,2,
41,"Vitamina C, mg",0,AA,106273,,
42,"Niacina, mg",1000,T,339,2,
43,"Vitamina B6, mg",025,T,339,2,
44,"Folati totali, µg",6,T,339,2,
45,"Acido pantotenico, mg",067,T,339,2,
46,"Biotina, µg",10,T,339,2,
47,"Vitamina B12, µg",tr,T,339,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",tr,AA,106273,,
51,"Retinolo, µg",tr,AA,106273,,
52,"ß-carotene eq., µg",tr,AA,106273,,
53,"Vitamina E (ATE), mg",027,T,339,2,
54,"Vitamina D, µg",040,T,339,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",546,AO,106273,,
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",000,AO,106273,,
58,"Acido laurico, g",000,AO,106273,,
59,"Acido miristico, g",022,AO,106273,,
60,"Acido palmitico, g",345,AO,106273,,
61,"Acido stearico, g",174,AO,106273,,
62,"Acido arachidico, g",000,AO,106273,,
63,"Acido beenico, g",000,AO,106273,,
64,"Acidi grassi monoinsaturi totali, g",645,AO,106273,,
65,"Acido miristoleico, g",003,AO,106273,,
66,"Acido palmitoleico, g",099,AO,106273,,
67,"Acido oleico, g",531,AO,106273,,
68,"Acidi eicosenoico, g",000,AO,106273,,
69,"Acido erucico, g",000,AO,106273,,
70,"Acidi grassi polinsaturi totali, g",384,AO,106273,,
71,"Acido linoleico, g",263,AO,106273,,
72,"Acido linolenico, g",020,AO,106273,,
73,"Acido arachidonico, g",048,AO,106273,,
74,"Acido eicosapentaenoico (EPA), g",003,AO,106273,,
75,"Acido decosaesaenoico (DHA), g",012,AO,106273,,
76,"Altri acidi grassi polinsaturi, g",038,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",355,AO,106203,3A,"Pollo, intero, con pelle, cotto al forno prot 27.1, Triptofano304, Treonina1247, Isoleucina1339, Leucina2160, Lisina2431, Metionina827, Cistina320, Fenilalanina1100, Tirosina913, Valina1455, Arginina1864, Istidina892, Alanina1648, Acido aspartico2623, Acido glutammico3867, Glicina1493, Prolina1173, Serina1192"
79,"Treonina, mg",1458,AO,106203,3A,
80,"Isoleucina, mg",1566,AO,106203,3A,
81,"Leucina, mg",2526,AO,106203,3A,
82,"Lisina, mg",2843,AO,106203,3A,
83,"Metionina, mg",967,AO,106203,3A,
84,"Cistina, mg",374,AO,106203,3A,
85,"Fenilalanina, mg",1287,AO,106203,3A,
86,"Tirosina, mg",1068,AO,106203,3A,
87,"Valina, mg",1702,AO,106203,3A,
88,"Arginina, mg",2181,AO,106203,3A,
89,"Istidina, mg",1043,AO,106203,3A,
90,"Alanina, mg",1927,AO,106203,3A,
91,"Acido aspartico, mg",3069,AO,106203,3A,
92,"Acido glutammico, mg",4524,AO,106203,3A,
93,"Glicina, mg",1747,AO,106203,3A,
94,"Prolina, mg",1373,AO,106203,3A,
95,"Serina, mg",1395,AO,106203,3A,
96,ZUCCHERI,,,,,
97,"Glucosio, g",00,AA,106273,,
98,"Fruttosio, g",00,AA,106273,,
99,"Galattosio, g",00,AA,106273,,
100,"Saccarosio (MSE), g",00,AA,106273,,
101,"Maltosio (MSE), g",00,AA,106273,,
102,"Lattosio (MSE), g",00,AA,106273,,
