,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,15,
3,Proteine (g):,4.3,
4,Lipidi(g):,70,
5,Colesterolo (mg):,70,
6,Carboidrati disponibili (g):,2.1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,2.1,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,655,
14,Energia (kJ):,2741,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,0.5,
18,Calcio (mg):,18,
19,Fosforo (mg):,28,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.02,
25,Riboflavina (mg):,0.04,
26,Niacina (mg):,tr,
27,Vitamina A retinolo eq. (µg):,84,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
