,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,74.2,
3,Proteine (g):,3.8,
4,Lipidi(g):,1.4,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3.4,
7,Amido (g):,0,
8,Zuccheri solubili (g):,3.4,
9,Fibra totale (g):,3.5,
10,Fibra solubile (g):,1.19,
11,Fibra insolubile (g):,2.31,
12,Alcol (g):,0,
13,Energia (kcal):,41,
14,Energia (kJ):,170,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
