,0,1,2,3,4,5
1,"Categoria merceologica: 9002 - pane, pane biscottato, pizza, focaccia, pasta per pane e pizza",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,30,,
6,"Energia, ricalcolata, kJ",1138,86,,,
7,"Energia, Ric con fibra, kJ",1169,86,,,
8,"Energia, ricalcolata, kcal",267,86,,,
9,"Energia, Ric con fibra, kcal",275,86,,,
10,"Proteine totali, g",89,02,30,,
11,"Proteine animali, g",00,02,30,,
12,"Proteine vegetali, g",89,02,30,,
13,"Lipidi totali, g",06,02,30,,
14,"Lipidi animali, g",00,02,30,,
15,"Lipidi vegetali, g",06,02,30,,
16,"Colesterolo, mg",0,02,30,,
17,"Carboidrati disponibili (MSE), g",603,02,30,,
18,"Amido (MSE), g",581,D,,,
19,"Carboidrati solubili (MSE), g",22,02,30,,
20,"Fibra alimentare totale, g",38,07,99,,"per i nutrienti 07/99 ALIMENTO SIMILE White bread, average acqua=37.3g, lip=1.9g, GD=49.3g metodo Southgate metodo Englyst fibra=1.5g"
21,"Alcol, g",00,02,30,,
22,"Acqua, g",340,02,30,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",14,02,30,,
25,"Calcio, mg",13,02,30,,
26,"Sodio, mg",665,03,4024,,"per i nutrienti 03/4024 ALIMENTO SIMILE Pane comune acqua=32g, lip=0.7g, prot=7.3g"
27,"Potassio, mg",161,03,4024,,
28,"Fosforo, mg",77,02,30,,
29,"Zinco, mg",080,03,4024,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",008,02,30,,
32,"Vitamina B2, Riboflavina, mg",007,02,30,,
33,"Vitamina C, mg",0,02,30,,
34,"Niacina, mg",170,03,4024,,
35,"Vitamina B6, mg",007,07,99,,
36,"Folati totali, µg",29,07,99,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,02,30,,
40,"Retinolo, µg",0,02,30,,
41,"ß-carotene eq., µg",0,02,30,,
42,"Vitamina E (ATE), mg",tr,07,99,,
43,"Vitamina D, µg",000,07,99,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",014,02,APP,,RIPR riferito a Frumento lip=1.0g saturi=0.23g 18:1=0.11g mono=0.11g 18:2=0.58g 18:3=0.03g altri PUFA=0 PUFA=0.61g
46,"Acidi grassi monoinsaturi totali, g",007,02,APP,,
47,"Acido oleico, g",007,02,APP,,
48,"Acidi grassi polinsaturi totali, g",037,02,APP,,
49,"Acido linoleico, g",035,02,APP,,
50,"Acido linolenico, g",002,02,APP,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
