Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (7.6 g),Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"9,5 g","0,722 g","+18%8,05 g","+52%6,24 g","-11%10,7 g","-1%9,61 g"
- Acidi Grassi saturi,"1,3 g","0,099 g","-41%2,2 g","-24%1,7 g","-45%2,36 g","-39%2,12 g"
- Acidi grassi polinsaturi,"5,5 g","0,418 g",?,?,?,?
- Colesterolo,1 mg,"0,076 mg",?,?,?,?
Carboidrati,"68,4 g","5,2 g","+17%58,6 g","+14%59,9 g","+44%47,6 g","+56%43,9 g"
- Zuccheri,2 g,"0,152 g","-38%3,25 g","-70%6,61 g","-77%8,59 g","-77%8,81 g"
- Amido,"66,4 g","5,05 g",?,?,?,?
Fibra alimentare,"6,8 g","0,517 g","+47%4,64 g","+43%4,75 g","+55%4,38 g","+67%4,06 g"
Proteine,"10,8 g","0,821 g","+20%9,02 g","+14%9,48 g","+39%7,76 g",+54%7 g
Sale,"1,524 g","0,116 g","-12%1,74 g","+109%0,729 g","+157%0,593 g","+186%0,533 g"
Sodio,"0,6 g","0,046 g","-12%0,685 g","+109%0,287 g","+157%0,233 g","+186%0,21 g"
Nutrition score - France,7,7,"-11%7,89","+129%3,06","+127%3,08","+81%3,87"
Nutri-Score,C,C,C,C,C,C
Betaglucani,"1,4 g","0,106 g",?,?,?,?
