Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pasta filata,Italian cheeses,Formaggio,Fermented foods,Fermented milk products,Latticini
Grassi,18 g,"-9%19,7 g","-9%19,7 g","-13%20,7 g","+51%11,9 g","+51%11,9 g","+17%15,4 g"
- Acidi Grassi saturi,12 g,"-8%13,1 g","-10%13,3 g","-12%13,7 g","+52%7,9 g","+52%7,9 g","+25%9,61 g"
Carboidrati,"1,25 g","-62%3,26 g","-13%1,43 g","-49%2,46 g","-83%7,16 g","-83%7,16 g","-80%6,1 g"
- Zuccheri,"1,25 g","+47%0,85 g","-4%1,3 g","-9%1,37 g","-80%6,16 g","-80%6,16 g","-77%5,42 g"
Fibra alimentare,0 g,?,?,"-100%0,113 g","-100%0,205 g","-100%0,205 g","-100%0,133 g"
Proteine,13 g,"-14%15,2 g","-18%15,8 g",-19%16 g,+30%10 g,+30%10 g,"+65%7,89 g"
Sale,"0,75 g","+11%0,673 g","+4%0,72 g","-19%0,921 g","+42%0,529 g","+42%0,529 g","+85%0,405 g"
Sodio,"0,295 g","+11%0,265 g","+4%0,283 g","-19%0,363 g","+42%0,208 g","+42%0,208 g","+85%0,159 g"
Nutrition score - France,10,"+4%9,59","+4%9,58","-4%10,4","+58%6,32","+58%6,32","+71%5,86"
Nutri-Score,C,C,C,D,C,C,C
