,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,10.2,
3,Proteine (g):,21.3,
4,Lipidi(g):,3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,29.7,
7,Amido (g):,13.9,
8,Zuccheri solubili (g):,14.5,
9,Fibra totale (g):,21.1,
10,Fibra solubile (g):,1.1,
11,Fibra insolubile (g):,20,
12,Alcol (g):,0,
13,Energia (kcal):,224,
14,Energia (kJ):,935,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
