,0,1,2,3,4,5
1,"Note Alimento: alimento interamente sostituito con ""Crackers, saltines, fat-free, low-sodium""",,,,,
2,"Categoria merceologica: 9001 - grissini, crackers, salatini, crostini",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,28,18457,,
7,"Energia, ricalcolata, kJ",1511,86,,,
8,"Energia, Ric con fibra, kJ",1533,86,,,
9,"Energia, ricalcolata, kcal",355,86,,,
10,"Energia, Ric con fibra, kcal",360,86,,,
11,"Proteine totali, g",10.5,28,18457,,
12,"Proteine animali, g",0.0,28,18457,,"per anim/veg e vit D: visto il valore di colesterolo pari a zero, si considerano prodotti con soli grassi di origine vegetale"
13,"Proteine vegetali, g",10.5,28,18457,,
14,"Lipidi totali, g",1.6,28,18457,,
15,"Lipidi animali, g",0.0,28,18457,,
16,"Lipidi vegetali, g",1.6,28,18457,,
17,"Colesterolo, mg",0,28,18457,,
18,"Carboidrati disponibili (MSE), g",79.6,28,18457,,ottenuti per differenza GD= GD tot - fibra GD = 82.3g - 2.7g
19,"Amido (MSE), g",79.6,07,167,,
20,"Carboidrati solubili (MSE), g",tr,07,167,,"per GS e amido RIPR riferito a Cream crackers GD=68.3g, GS=tracce, amido=68.3g"
21,"Fibra alimentare totale, g",2.7,28,18457,,fibra alimentare totale
22,"Alcol, g",0.0,28,18457,,
23,"Acqua, g",3.4,28,18457,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",7.7,28,18457,,
26,"Calcio, mg",22,28,18457,,
27,"Sodio, mg",636,28,18457,,
28,"Potassio, mg",115,28,18457,,
29,"Fosforo, mg",113,28,18457,,
30,"Zinco, mg",0.90,28,18457,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",0.52,28,18457,,
33,"Vitamina B2, Riboflavina, mg",0.59,28,18457,,
34,"Vitamina C, mg",0,28,18457,,
35,"Niacina, mg",5.70,28,18457,,
36,"Vitamina B6, mg",0.09,28,18457,,
37,"Folati totali, µg",13,28,18457,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",0,28,18457,,
41,"Retinolo, µg",0,28,18457,,
42,"ß-carotene eq., µg",0,28,18457,,
43,"Vitamina E (ATE), mg",0.08,28,18457,,
44,"Vitamina D, µg",0.00,28,18457,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",0.24,28,18457,,
47,"Acidi grassi monoinsaturi totali, g",0.14,28,18457,,
48,"Acido oleico, g",0.14,28,18457,,
49,"Acidi grassi polinsaturi totali, g",0.69,28,18457,,
50,"Acido linoleico, g",0.65,28,18457,,
51,"Acido linolenico, g",0.04,28,18457,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
