,0,1,2,3,4,5
1,Note Alimento: sinonimo: ventresca,,,,,
2,Categoria merceologica: 10003 - insaccati e salumi,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,H,,,
7,"Energia, ricalcolata, kJ",1395,86,,,
8,"Energia, Ric con fibra, kJ",1395,86,,,
9,"Energia, ricalcolata, kcal",336,86,,,
10,"Energia, Ric con fibra, kcal",336,86,,,
11,"Proteine totali, g",20.9,H,,,
12,"Proteine animali, g",20.9,H,,,
13,"Proteine vegetali, g",0.0,H,,,
14,"Lipidi totali, g",28.1,H,,,
15,"Lipidi animali, g",28.1,H,,,
16,"Lipidi vegetali, g",0.0,H,,,
17,"Colesterolo, mg",80,H,,,
18,"Carboidrati disponibili (MSE), g",0.0,H,,,
19,"Amido (MSE), g",0.0,H,,,
20,"Carboidrati solubili (MSE), g",0.0,H,,,
21,"Fibra alimentare totale, g",0.0,H,,,
22,"Alcol, g",0.0,H,,,
23,"Acqua, g",45.3,H,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",0.4,AA,110310,,
26,"Calcio, mg",10,AA,110310,,
27,"Sodio, mg",1016,AA,110310,,
28,"Potassio, mg",149,AA,110310,,
29,"Fosforo, mg",140,K,16,2,"""Bacon, streaky, raw"" acqua=57.3g, prot=15.8g, lip=23.6g"
30,"Zinco, mg",1.00,AA,110310,,
31,"Magnesio, mg",11,AA,110310,,
32,"Rame, mg",0.11,AA,110300,2,"""Pancetta magretta"" acqua 47,8, prot 21,7, lip 25,3"
33,"Selenio, µg",7.0,K,16,2,
34,"Cloro, mg",1500,K,16,2,
35,"Iodio, µg",7,K,16,2,
36,"Manganese, mg",0.01,K,16,2,
37,"Zolfo, mg",150,Y,6071,2,"""Bacon smoked"" acqua 55, prot 13, lip 27,3"
38,VITAMINE IDROSOLUBILI,,,,,
39,"Vitamina B1, Tiamina, mg",0.16,AA,110310,,
40,"Vitamina B2, Riboflavina, mg",0.13,AA,110310,,
41,"Vitamina C, mg",0,H,,,
42,"Niacina, mg",4.70,K,16,2,
43,"Vitamina B6, mg",0.30,K,16,2,
44,"Folati totali, µg",3,K,16,2,
45,"Acido pantotenico, mg",0.92,K,16,2,
46,"Biotina, µg",2.0,K,16,2,
47,"Vitamina B12, µg",1.0,K,16,2,
48,VITAMINE LIPOSOLUBILI,,,,,
49,Retinolo equivalente,,,,,
50,"Retinolo eq. (RE), µg",0,AO,110310,,
51,"Retinolo, µg",0,AO,110310,,
52,"ß-carotene eq., µg",0,AO,110310,,
53,"Vitamina E (ATE), mg",0.07,K,16,2,
54,"Vitamina D, µg",0.90,K,16,2,
55,ACIDI GRASSI,,,,,
56,"Acidi grassi saturi totali, g",9.61,H,APP,,EC per tutti gli acidi grassi fonte H
57,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,AA,110310,,
58,"Acido laurico, g",0.00,AA,110310,,
59,"Acido miristico, g",0.53,AA,110310,,
60,"Acido palmitico, g",5.99,AA,110310,,
61,"Acido stearico, g",3.00,AA,110310,,
62,"Acido arachidico, g",tr,AA,110310,,
63,"Acido beenico, g",0.00,AA,110310,,
64,"Acidi grassi monoinsaturi totali, g",12.59,H,APP,,
65,"Acido miristoleico, g",0.00,AA,110310,,
66,"Acido palmitoleico, g",0.79,AA,110310,,
67,"Acido oleico, g",11.48,H,APP,,
68,"Acidi eicosenoico, g",0.24,AA,110310,,
69,"Acido erucico, g",0.00,AA,110310,,
70,"Acidi grassi polinsaturi totali, g",4.38,H,APP,,
71,"Acido linoleico, g",3.61,H,APP,,
72,"Acido linolenico, g",0.46,H,APP,,
73,"Acido arachidonico, g",0.13,AA,110310,,
74,"Acido eicosapentaenoico (EPA), g",0.00,AA,110310,,
75,"Acido decosaesaenoico (DHA), g",0.00,AA,110310,,
76,"Altri acidi grassi polinsaturi, g",0.18,86,,,
77,AMINOACIDI,,,,,
78,"Triptofano, mg",197,AA,110310,,
79,"Treonina, mg",906,AA,110310,,
80,"Isoleucina, mg",1077,AA,110310,,
81,"Leucina, mg",1715,AA,110310,,
82,"Lisina, mg",1732,AA,110310,,
83,"Metionina, mg",529,AA,110310,,
84,"Cistina, mg",251,AA,110310,,
85,"Fenilalanina, mg",812,AA,110310,,
86,"Tirosina, mg",669,AA,110310,,
87,"Valina, mg",1174,AA,110310,,
88,"Arginina, mg",1320,AA,110310,,
89,"Istidina, mg",686,AA,110310,,
90,"Alanina, mg",1464,AA,110310,,
91,"Acido aspartico, mg",2019,AA,110310,,
92,"Acido glutammico, mg",3301,AA,110310,,
93,"Glicina, mg",1228,AA,110310,,
94,"Prolina, mg",927,AA,110310,,
95,"Serina, mg",877,AA,110310,,
96,ZUCCHERI,,,,,
97,"Glucosio, g",0.0,H,,,
98,"Fruttosio, g",0.0,H,,,
99,"Galattosio, g",0.0,H,,,
100,"Saccarosio (MSE), g",0.0,H,,,
101,"Maltosio (MSE), g",0.0,H,,,
102,"Lattosio (MSE), g",0.0,H,,,
