,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,4.8,
3,Proteine (g):,2.1,
4,Lipidi(g):,17.2,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,71.1,
7,Amido (g):,1,
8,Zuccheri solubili (g):,70,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,430,
14,Energia (kJ):,1798,
15,Sodio (mg):,320,
16,Potassio (mg):,210,
17,Ferro (mg):,1.5,
18,Calcio (mg):,95,
19,Fosforo (mg):,64,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0,
25,Riboflavina (mg):,0,
26,Niacina (mg):,0,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
