Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (30 g),Breakfast cereals,Breakfasts,Cereals and their products,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"2,5 g","0,75 g","-78%11,3 g","-79%12,1 g","-52%5,26 g","-60%6,21 g","-77%10,7 g","-74%9,61 g"
- Acidi Grassi saturi,1 g,"0,3 g","-71%3,43 g","-71%3,41 g","-29%1,41 g","-40%1,68 g","-57%2,35 g","-53%2,11 g"
Carboidrati,85 g,"25,5 g","+31%64,7 g","+40%60,7 g","+41%60,4 g","+42%59,9 g","+79%47,6 g","+94%43,9 g"
- Zuccheri,35 g,"10,5 g","+81%19,3 g","-17%42,3 g","+361%7,6 g","+433%6,57 g","+308%8,57 g","+298%8,8 g"
- Amido,50 g,15 g,?,?,?,?,?,?
Fibra alimentare,2 g,"0,6 g","-72%7,21 g","-62%5,23 g","-57%4,7 g","-58%4,71 g","-54%4,35 g","-50%4,03 g"
Proteine,"5,7 g","1,71 g","-38%9,15 g","+6%5,4 g","-42%9,83 g","-40%9,47 g","-26%7,75 g","-18%6,98 g"
Sale,"0,75 g","0,225 g","+47%0,511 g","+157%0,292 g","+144%0,307 g","+2%0,732 g","+26%0,594 g","+40%0,534 g"
Sodio,"0,295 g","0,089 g","+47%0,201 g","+157%0,115 g","+144%0,121 g","+2%0,288 g","+26%0,234 g","+40%0,21 g"
Vitamina D (colecalciferolo),"4,2 µg","1,26 µg",?,?,?,?,?,?
Vitamina B1 (tiamina),"0,9 mg","0,27 mg",?,?,?,?,?,?
Vitamina B2 (Riboflavina),"1,2 mg","0,36 mg",?,?,?,?,?,?
Vitamina B3 / Vitamina PP (Niacina),"13,3 mg","3,99 mg",?,?,?,?,?,?
Vitamina B6 (piridoxina),"0,001 g",0 g,?,?,?,?,?,?
Vitamina B9 (Acido folico),166 µg,"49,8 µg",?,?,?,?,?,?
Vitamina B12 (Cobalamina),"2,1 µg","0,63 µg",?,?,?,?,?,?
Calcio,456 mg,137 mg,?,?,?,?,?,?
Ferro,8 mg,"2,4 mg",?,?,?,?,?,?
Nutrition score - France,12,12,"+53%7,84","-1%12,1","+1.256%0,885","+290%3,08","+287%3,1","+209%3,88"
Nutri-Score,D,D,C,D,B,C,C,C
