Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Cakes,Biscuits and cakes,Sugary snacks
Grassi,14 g,"-28%19,5 g","-24%18,4 g","-37%22,2 g"
- Acidi Grassi saturi,8 g,"-18%9,76 g","+8%7,41 g","-26%10,8 g"
- Acidi grassi trans,"< 0,5 g",?,?,?
- Colesterolo,150 mg,?,?,?
Carboidrati,56 g,"+9%51,6 g","-13%64,7 g",-5%59 g
- Zuccheri,23 g,"-20%28,8 g","-6%24,4 g","-14%26,8 g"
Fibra alimentare,1 g,?,"-74%3,88 g","-77%4,39 g"
Proteine,7 g,"+4%6,75 g","0%6,99 g","-2%7,15 g"
Sale,"0,254 g","-41%0,429 g","-57%0,591 g","-47%0,477 g"
Sodio,"0,1 g","-41%0,169 g","-57%0,233 g","-47%0,188 g"
Nutrition score - France,16,-16%19,"+5%15,2","-4%16,7"
Nutri-Score,D,E,D,D
