,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,6.1,
3,Proteine (g):,4.6,
4,Lipidi(g):,24.7,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,67,
7,Amido (g):,28.1,
8,Zuccheri solubili (g):,36.1,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,492,
14,Energia (kJ):,2058,
15,Sodio (mg):,208,
16,Potassio (mg):,228,
17,Ferro (mg):,0.7,
18,Calcio (mg):,24,
19,Fosforo (mg):,235,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
