,0,1,2,3,4,5
1,"Note Alimento: Etichetta nutrizionale relativa ai biscotti ""Macine"" del Mulino Bianco -luglio 1992",,,,,
2,"Categoria merceologica: 15007 - biscotti, pasticcini da tè",,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,84,,,
7,"Energia, ricalcolata, kJ",1999,86,,,
8,"Energia, Ric con fibra, kJ",2011,86,,,
9,"Energia, ricalcolata, kcal",475,86,,,
10,"Energia, Ric con fibra, kcal",478,86,,,
11,"Proteine totali, g",74,84,,,
12,"Proteine animali, g",44,89,,,"per i nutrienti fonte 89 STIMA da ricetta (da Il Cucchiaio d'Argento), RIPR sul contenuto d'acqua dell'etichetta nutrizionale: zucchero 50g, farina 0 150g, tuorli 153g, margarina 100g prot=12.2g; prot anim=7.24g, prot veg=4.98g; lip=38.4g, lip anim=29.93g, lip veg=8.42g, GD=48.28g"
13,"Proteine vegetali, g",30,89,,,
14,"Lipidi totali, g",210,84,,,
15,"Lipidi animali, g",164,89,,,
16,"Lipidi vegetali, g",46,89,,,
17,"Colesterolo, mg",74,07,184,,"ALIMENTO SIMILE Shortbread acqua=5.8, lip=26.1g, prot=5.9g"
18,"Carboidrati disponibili (MSE), g",685,84,,,GD=GS + amido
19,"Amido (MSE), g",485,84,,,
20,"Carboidrati solubili (MSE), g",200,84,,,
21,"Fibra alimentare totale, g",15,07,184,,"per i nutrienti 07/184 ALIMENTO SIMILE Biscuits short-sweet acqua=2.6g, lip=23.4g, prot=6.2g, GD=62.2g"
22,"Alcol, g",00,84,,,
23,"Acqua, g",20,84,,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",18,07,184,,
26,"Calcio, mg",87,07,184,,
27,"Sodio, mg",275,84,,,(ceneri=1%) in etichetta riportato come NaCl: NaCl = 0.7% Na=NaCl x 0.393
28,"Potassio, mg",110,07,184,,
29,"Fosforo, mg",85,07,184,,
30,"Zinco, mg",060,07,184,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",016,07,184,,
33,"Vitamina B2, Riboflavina, mg",004,07,184,,
34,"Vitamina C, mg",0,07,184,,
35,"Niacina, mg",090,07,184,,
36,"Vitamina B6, mg",005,07,184,,
37,"Folati totali, µg",13,07,184,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",0,07,184,,
41,"Retinolo, µg",0,07,184,,
42,"ß-carotene eq., µg",0,07,184,,
43,"Vitamina E (ATE), mg",130,07,184,,
44,"Vitamina D, µg",000,07,184,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",1045,E,70,,RIPR lip=3.4g saturi=11.64g 18:1=7.56g mono=7.98g 18:2=1.82g 18:3=0.11g altri PUFA=0.49g PUFA=2.42g
47,"Acidi grassi monoinsaturi totali, g",716,E,70,,
48,"Acido oleico, g",678,E,70,,
49,"Acidi grassi polinsaturi totali, g",217,E,70,,
50,"Acido linoleico, g",163,E,70,,
51,"Acido linolenico, g",010,E,70,,
52,"Altri acidi grassi polinsaturi, g",044,86,,,
