,0,1,2
1,Parte edibile (%):,86,
2,Acqua (g):,,
3,Proteine (g):,1.3,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,1.4,
7,Amido (g):,0.1,
8,Zuccheri solubili (g):,1.3,
9,Fibra totale (g):,1.2,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,11,
14,Energia (kJ):,47,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,,
18,Calcio (mg):,,
19,Fosforo (mg):,,
20,Magnesio (mg):,17,
21,Zinco (mg):,1.14,
22,Rame (mg):,0.14,
23,Selenio (µg):,1,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,,
29,Vitamina E (mg):,,
