,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,53.6,
3,Proteine (g):,15.4,
4,Lipidi(g):,26.7,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,0.6,
7,Amido (g):,0,
8,Zuccheri solubili (g):,0.6,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,304,
14,Energia (kJ):,1273,
15,Sodio (mg):,1100,
16,Potassio (mg):,200,
17,Ferro (mg):,2.8,
18,Calcio (mg):,20,
19,Fosforo (mg):,173,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.34,
25,Riboflavina (mg):,0.03,
26,Niacina (mg):,4,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
