,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,80.7,
3,Proteine (g):,5.4,
4,Lipidi(g):,0.3,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,6.4,
7,Amido (g):,,
8,Zuccheri solubili (g):,,
9,Fibra totale (g):,6.3,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,48,
14,Energia (kJ):,202,
15,Sodio (mg):,129,
16,Potassio (mg):,150,
17,Ferro (mg):,2,
18,Calcio (mg):,20,
19,Fosforo (mg):,90,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.36,
25,Riboflavina (mg):,0.1,
26,Niacina (mg):,2,
27,Vitamina A retinolo eq. (µg):,68,
28,Vitamina C (mg):,30,
29,Vitamina E (mg):,,
