,0,1,2
1,Parte edibile (%):,72,
2,Acqua (g):,88,
3,Proteine (g):,1.9,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3.8,
7,Amido (g):,0,
8,Zuccheri solubili (g):,3.8,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,23,
14,Energia (kJ):,95,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,0.5,
18,Calcio (mg):,52,
19,Fosforo (mg):,90,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.07,
25,Riboflavina (mg):,0.11,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,6,
29,Vitamina E (mg):,,
