,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,87,
3,Proteine (g):,3.8,
4,Lipidi(g):,3.9,
5,Colesterolo (mg):,11,
6,Carboidrati disponibili (g):,4.3,
7,Amido (g):,0,
8,Zuccheri solubili (g):,4.3,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,66,
14,Energia (kJ):,278,
15,Sodio (mg):,48,
16,Potassio (mg):,170,
17,Ferro (mg):,0.1,
18,Calcio (mg):,125,
19,Fosforo (mg):,105,
20,Magnesio (mg):,12,
21,Zinco (mg):,0.41,
22,Rame (mg):,,
23,Selenio (µg):,2,
24,Tiamina (mg):,0.04,
25,Riboflavina (mg):,0.19,
26,Niacina (mg):,0.11,
27,Vitamina A retinolo eq. (µg):,38,
28,Vitamina C (mg):,1,
29,Vitamina E (mg):,0.08,
