Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Cereales-et-pommes-de-terre,Aliments-d-origine-vegetale,Aliments-et-boissons-a-base-de-vegetaux
Grassi,"1,1 g","-94%17,5 g","-95%24,4 g","-95%22,9 g"
- Acidi Grassi saturi,"0,4 g","-84%2,47 g","-89%3,57 g","-88%3,35 g"
Carboidrati,"76,1 g","+51%50,4 g","+85%41,2 g","+94%39,2 g"
- Zuccheri,"0,3 g","-91%3,39 g","-90%3,04 g","-91%3,47 g"
Fibra alimentare,"0,9 g",?,"-83%5,38 g","-82%4,89 g"
Proteine,"7,1 g","-13%8,2 g","-14%8,27 g","-8%7,75 g"
Sale,"0,001 g","-100%0,83 g","-100%0,889 g","-100%0,833 g"
Sodio,0 g,"-100%0,327 g","-100%0,35 g","-100%0,328 g"
Nutrition score - France,0,"-100%5,83","-100%6,6","-100%6,44"
Nutri-Score,B,C,C,C
