,0,1,2,3,4,5
1,"Note Alimento: alimento interamente sostituito con ""Garlic powder""",,,,,
2,Categoria merceologica: 2005 - agliacee,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,09,830,,
7,"Energia, ricalcolata, kJ",1046,86,,,
8,"Energia, Ric con fibra, kJ",1125,86,,,
9,"Energia, ricalcolata, kcal",246,86,,,
10,"Energia, Ric con fibra, kcal",266,86,,,
11,"Proteine totali, g",18.7,09,830,,
12,"Proteine animali, g",0.0,09,830,,
13,"Proteine vegetali, g",18.7,09,830,,
14,"Lipidi totali, g",1.2,09,830,,
15,"Lipidi animali, g",0.0,09,830,,
16,"Lipidi vegetali, g",1.2,09,830,,
17,"Colesterolo, mg",0,09,830,,
18,"Carboidrati disponibili (MSE), g",42.7,09,830,,
19,"Amido (MSE), g",38.5,09,830,,
20,"Carboidrati solubili (MSE), g",4.2,09,830,,
21,"Fibra alimentare totale, g",9.9,09,830,,metodo Englyst
22,"Alcol, g",0.0,09,830,,
23,"Acqua, g",6.5,09,830,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",3.9,09,830,,
26,"Calcio, mg",65,09,830,,
27,"Sodio, mg",19,09,830,,
28,"Potassio, mg",1360,09,830,,
29,"Fosforo, mg",220,09,830,,
30,"Zinco, mg",2.60,09,830,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",0.47,12,02020,,non RIPR acqua=6.4g
33,"Vitamina B2, Riboflavina, mg",0.12,09,830,,
34,"Vitamina C, mg",0,09,830,,
35,"Niacina, mg",0.70,09,830,,
36,"Vitamina B6, mg",0.99,09,830,,
37,"Folati totali, µg",0,09,830,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",tr,09,830,,CALC
41,"Retinolo, µg",0,09,830,,
42,"ß-carotene eq., µg",tr,09,830,,
43,"Vitamina E (ATE), mg",0.03,09,830,,
44,"Vitamina D, µg",0.00,09,830,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",0.21,21,02020,,RIPR lip=0.759g saturi=0.135G 18:1=0.017g mono=0.017g 18:2=0.348g 18:3=0.030g altri PUFA=0 PUFA=0.378g
47,"Acidi grassi monoinsaturi totali, g",0.03,21,02020,,
48,"Acido oleico, g",0.03,21,02020,,
49,"Acidi grassi polinsaturi totali, g",0.60,21,02020,,
50,"Acido linoleico, g",0.55,21,02020,,
51,"Acido linolenico, g",0.05,21,02020,,
52,"Altri acidi grassi polinsaturi, g",0.00,86,,,
